importid,_id,point_1_geo,point_1_name,point_1_city,point_1_postal_code,point_1_street,point_1_street_number,point_1_country,point_2_geo,point_2_name,point_2_street,point_2_postal_code,point_2_country,point_2_street_number,point_2_city,ndt_in_kmh,rba_id,organisation,duration_in_sec,road_type,report_id,distance_in_meters,report_name
379,361,0101000020E6100000803D5E508E5F24405FB03C54DE114C40,3990,Aarhus,8000,Marselis Boulevard,135,Denmark,0101000020E610000080F90FC5AE5F24407BD9C90E3E124C40,3150,Skanderborgvej,8000,Denmark,7,"""Aarhus""",34,192348,"""COWI""",79,"""MAJOR_ROAD""",190153,750,"""AAR_BT_0268 3990 3150"""
380,365,0101000020E61000000088BA67BA5A24409556CF2FDC114C40,3988,Aarhus,8000,Haveforening Af 1918,4,Denmark,0101000020E610000080F90FC5AE5F24407BD9C90E3E124C40,3150,Skanderborgvej,8000,Denmark,7,"""Aarhus""",32,192356,"""COWI""",85,"""MAJOR_ROAD""",190259,746,"""AAR_BT_0272 3988 3150"""
381,580,0101000020E6100000000CCB148267244086AC784EF70E4C40,4368,Højbjerg,8270,Rosenvangs Alle,233,Denmark,0101000020E610000000DFA6B70A6A24404E270E05150F4C40,4377,Oddervej,8270,Denmark,51,"""H\u00f8jbjerg""",31,229625,"""COWI""",54,"""MAJOR_ROAD""",206263,466,"""AAR_BT_0500 4368 4377"""
382,581,0101000020E6100000000CCB148267244086AC784EF70E4C40,4368,Højbjerg,8270,Rosenvangs Alle,233,Denmark,0101000020E610000080FCA5DE6B6A244099689082A70E4C40,4379,Oddervej,8270,Denmark,70-74,"""H\u00f8jbjerg""",33,229627,"""COWI""",60,"""MAJOR_ROAD""",206290,542,"""AAR_BT_0501 4368 4379"""
383,582,0101000020E610000080FCA5DE6B6A244099689082A70E4C40,4379,Højbjerg,8270,Oddervej,70-74,Denmark,0101000020E6100000000CCB148267244086AC784EF70E4C40,4368,Rosenvangs Alle,8270,Denmark,233,"""H\u00f8jbjerg""",32,229629,"""COWI""",61,"""MAJOR_ROAD""",206316,542,"""AAR_BT_0502 4379 4368"""
384,586,0101000020E6100000C0921D9D77402440F237E935CE144C40,4330,Aarhus,8220,Edwin Rahrs Vej,42,Denmark,0101000020E610000000373639453D2440A5D754B0B0154C40,4337,Holmstrupgårdvej,8220,Denmark,28,"""Aarhus""",41,229637,"""COWI""",88,"""MAJOR_ROAD""",206422,1006,"""AAR_BT_0506 4330 4337"""
385,587,0101000020E6100000006FE5BECD6A244049199C6386124C40,3190,Aarhus,8000,Strandvejen,36,Denmark,0101000020E6100000801B99A79E68244098A3ADE827124C40,4367,Marselis Boulevard,8000,Denmark,24B,"""Aarhus""",35,229639,"""COWI""",46,"""MAJOR_ROAD""",206449,441,"""AAR_BT_0507 3190 4367"""
386,588,0101000020E6100000801B9933A968244071A38A9923124C40,4367,Aarhus,8000,Marselis Boulevard,0,Denmark,0101000020E6100000006FE59EDE6A24404CEC112886124C40,3190,Strandvejen,8000,Denmark,36,"""Aarhus""",36,229641,"""COWI""",48,"""MAJOR_ROAD""",206475,476,"""AAR_BT_0508 4367 3190"""
387,596,0101000020E6100000C0CA4CF5077E2440611473FFD81C4C40,4327,Lystrup,8520,Djurslandmotorvejen,0,Denmark,0101000020E610000040F25CF79C772440901970F5CF1B4C40,4346,Lystrupvej,8520,Denmark,201,"""Lystrup""",49,229657,"""COWI""",118,"""MAJOR_ROAD""",209880,1595,"""AAR_BT_0516 4327 4346"""
388,597,0101000020E6100000001F112118892440D1E0E1892F1C4C40,4352,Ega,8250,Mejlbyvej,58,Denmark,0101000020E6100000C0CA4CF5077E2440611473FFD81C4C40,4327,Djurslandmotorvejen,8520,Denmark,58,"""Lystrup""",60,229659,"""COWI""",185,"""MAJOR_ROAD""",209907,3082,"""AAR_BT_0517 4352 4327"""
389,598,0101000020E610000000CB4CF11A7E24400BED8AB8D31C4C40,4327,Lystrup,8520,Djurslandmotorvejen,58,Denmark,0101000020E6100000001F112118892440D1E0E1892F1C4C40,4352,Mejlbyvej,8250,Denmark,58,"""Ega""",65,229661,"""COWI""",155,"""MAJOR_ROAD""",209933,2782,"""AAR_BT_0518 4327 4352"""
390,599,0101000020E610000000A3CBABD1852440505B33EEFA1E4C40,4355,Hjortshøj,8530,Mejlbyvej,285,Denmark,0101000020E6100000C0CA4CF5077E2440611473FFD81C4C40,4327,Djurslandmotorvejen,8520,Denmark,285,"""Lystrup""",78,229663,"""COWI""",116,"""MAJOR_ROAD""",209960,2504,"""AAR_BT_0519 4355 4327"""
391,604,0101000020E6100000801F9DEAC261244085EE5EDA41184C40,4361,Aarhus,8200,Randersvej,0,Denmark,0101000020E610000000A27E47B36E24407B754BF02F194C40,4564,Vejlby Centervej,8240,Denmark,7,"""Risskov""",39,229673,"""COWI""",210,"""MAJOR_ROAD""",210093,2279,"""AAR_BT_0526 4361 4564"""
392,352,0101000020E61000008079C7432F5A24406DFB741673134C40,3985,Århus C,8000,Søren Frichs Vej,39,Denmark,0101000020E6100000802B686A9D5D244091245AF0D6134C40,3195,Vestre Ringgade,8000,Denmark,39,"""Aarhus""",25,189758,"""COWI""",96,"""MAJOR_ROAD""",188251,676,"""AAR_BT_0259 3985 3195"""
393,353,0101000020E61000000028293C0B5E2440315055372E134C40,3196,Aarhus,8000,Søndre Ringgade,0,Denmark,0101000020E61000008079C7432F5A24406DFB741673134C40,3985,Søren Frichs Vej,8000,Denmark,39,"""\u00c5rhus C""",32,192332,"""COWI""",96,"""MAJOR_ROAD""",189941,857,"""AAR_BT_0260 3196 3985"""
394,354,0101000020E61000008079C7432F5A24406DFB741673134C40,3985,Århus C,8000,Søren Frichs Vej,39,Denmark,0101000020E6100000002829AEF35D2440D015F1E42C134C40,3196,Søndre Ringgade,8000,Denmark,0,"""Aarhus""",31,192334,"""COWI""",96,"""MAJOR_ROAD""",189967,838,"""AAR_BT_0261 3985 3196"""
395,355,0101000020E6100000C095094F9F5F244029385D48A4124C40,3197,Aarhus,8000,Søndre Ringgade,63,Denmark,0101000020E610000080F90F999E5F24409C9E6A4F40124C40,3150,Skanderborgvej,8000,Denmark,26,"""Aarhus""",29,192336,"""COWI""",56,"""MAJOR_ROAD""",189994,447,"""AAR_BT_0262 3197 3150"""
396,356,0101000020E610000080F90FC5AE5F24407BD9C90E3E124C40,3150,Aarhus,8000,Skanderborgvej,7,Denmark,0101000020E6100000C0950937B75F2440C6F84906A7124C40,3197,Søndre Ringgade,8000,Denmark,52,"""Aarhus""",33,192338,"""COWI""",53,"""MAJOR_ROAD""",190020,481,"""AAR_BT_0263 3150 3197"""
397,357,0101000020E610000000F20821886C24408CF8543B9C144C40,4374,Aarhus,8000,Nørreport,93,Denmark,0101000020E61000000075E68E476E2440F5E52438AF144C40,3187,Kystvejen,8000,Denmark,59,"""Aarhus""",23,192340,"""COWI""",58,"""MAJOR_ROAD""",190047,366,"""AAR_BT_0264 4374 3187"""
398,358,0101000020E61000000075E68E476E2440F5E52438AF144C40,3187,Aarhus,8000,Kystvejen,59,Denmark,0101000020E610000000F20806A36C244056DB3D2A9E144C40,4374,Nørreport,8000,Denmark,18,"""Aarhus""",19,192342,"""COWI""",62,"""MAJOR_ROAD""",190073,333,"""AAR_BT_0265 3187 4374"""
399,359,0101000020E610000000F20821886C24408CF8543B9C144C40,4374,Aarhus,8000,Nørreport,93,Denmark,0101000020E610000000BA69A9506B24405EAF770E10134C40,3189,Spanien,8000,Denmark,63,"""Aarhus""",27,192344,"""COWI""",202,"""MAJOR_ROAD""",190100,1490,"""AAR_BT_0266 4374 3189"""
400,338,0101000020E610000040BC0DEE905F244004BB22B0CB154C40,3982,Aarhus,8210,Paludan-Müllers Vej,95,Denmark,0101000020E6100000809F72FF265F2440820B19F3FC144C40,3193,Vestre Ringgade,8210,Denmark,53,"""Aarhus""",40,189730,"""COWI""",81,"""MAJOR_ROAD""",187880,890,"""AAR_BT_0245 3982 3193"""
401,339,0101000020E6100000809F72FF265F2440820B19F3FC144C40,3193,Aarhus,8210,Vestre Ringgade,53,Denmark,0101000020E61000008068AEB6565B2440CB20CF0FCB144C40,3157,Viborgvej,8210,Denmark,47,"""Aarhus""",38,189732,"""COWI""",65,"""MAJOR_ROAD""",187907,691,"""AAR_BT_0246 3193 3157"""
402,341,0101000020E6100000809F72FF265F2440820B19F3FC144C40,3193,Aarhus,8210,Vestre Ringgade,53,Denmark,0101000020E61000008092579222602440D76F0FD567144C40,3156,Viborgvej,8000,Denmark,14,"""Aarhus""",41,189736,"""COWI""",64,"""MAJOR_ROAD""",187960,737,"""AAR_BT_0248 3193 3156"""
403,342,0101000020E61000008092579222602440D76F0FD567144C40,3156,Aarhus,8000,Viborgvej,14,Denmark,0101000020E6100000809F72A8505F2440A1337893FA144C40,3193,Vestre Ringgade,8210,Denmark,53,"""Aarhus""",38,189738,"""COWI""",67,"""MAJOR_ROAD""",187986,707,"""AAR_BT_0249 3156 3193"""
404,343,0101000020E610000000C7BBDBAA5D2440957F989A59144C40,3194,Aarhus,8000,Vestre Ringgade,70,Denmark,0101000020E61000008068AEB6565B2440CB20CF0FCB144C40,3157,Viborgvej,8210,Denmark,47,"""Aarhus""",35,189740,"""COWI""",57,"""MAJOR_ROAD""",188013,560,"""AAR_BT_0250 3194 3157"""
405,350,0101000020E6100000C00DF82C2E5A2440CFCB5AFEF4134C40,3198,Aarhus,8000,Silkeborgvej,188,Denmark,0101000020E6100000802B68E27F5D244035F2917FD6134C40,3195,Vestre Ringgade,8000,Denmark,41,"""Aarhus""",31,189754,"""COWI""",62,"""MAJOR_ROAD""",188198,540,"""AAR_BT_0257 3198 3195"""
406,351,0101000020E6100000802B68E27F5D244035F2917FD6134C40,3195,Aarhus,8000,Vestre Ringgade,41,Denmark,0101000020E61000008079C7432F5A24406DFB741673134C40,3985,Søren Frichs Vej,8000,Denmark,39,"""\u00c5rhus C""",35,189756,"""COWI""",65,"""MAJOR_ROAD""",188225,637,"""AAR_BT_0258 3195 3985"""
407,324,0101000020E6100000805CC55213552440C5425260C6104C40,3987,Aarhus,8260,Skanderborgvej,168,Denmark,0101000020E6100000808DECA8B8502440C5327C6DE6104C40,2651,Viby Ringvej,8260,Denmark,168,"""Aarhus""",35,189702,"""COWI""",84,"""MAJOR_ROAD""",187509,823,"""AAR_BT_0231 3987 2651"""
408,325,0101000020E6100000006DE2D0836F24403D6D894869174C40,3181,Risskov,8240,Grenåvej,105,Denmark,0101000020E6100000C0AB01D64D6D244069FDBD6847164C40,3182,Nordre Ringgade,8200,Denmark,98,"""Aarhus""",38,189704,"""COWI""",105,"""MAJOR_ROAD""",187536,1096,"""AAR_BT_0232 3181 3182"""
409,326,0101000020E6100000C0AB01D64D6D244069FDBD6847164C40,3182,Aarhus,8200,Nordre Ringgade,98,Denmark,0101000020E6100000006DE2D79A6F24403D6D894869174C40,3181,Grenåvej,8240,Denmark,105,"""Risskov""",40,189706,"""COWI""",99,"""MAJOR_ROAD""",187562,1099,"""AAR_BT_0233 3182 3181"""
410,327,0101000020E6100000001EFAC41E6B2440CCE7D96012164C40,3183,Aarhus,8200,Nordre Ringgade,64B,Denmark,0101000020E6100000807B82834E6724402AC4986A89164C40,3977,Randersvej,8200,Denmark,54,"""Aarhus""",31,189708,"""COWI""",93,"""MAJOR_ROAD""",187589,802,"""AAR_BT_0234 3183 3977"""
411,328,0101000020E6100000807B824C3A672440F2811B7088164C40,3977,Aarhus Municipality,8200,Randersvej,51,Denmark,0101000020E6100000000F7D31266B2440FFFAB59A0F164C40,3183,Nordre Ringgade,8200,Denmark,64B,"""Aarhus""",31,189710,"""COWI""",97,"""MAJOR_ROAD""",187615,839,"""AAR_BT_0235 3977 3183"""
412,329,0101000020E6100000001EFAC41E6B2440CCE7D96012164C40,3183,Aarhus,8200,Nordre Ringgade,64B,Denmark,0101000020E61000004070B2EAEF6924404AFC6A8885154C40,3152,Nørrebrogade,8000,Denmark,45,"""Aarhus""",31,189712,"""COWI""",86,"""MAJOR_ROAD""",187642,730,"""AAR_BT_0236 3183 3152"""
413,330,0101000020E61000004070B2C7036A2440F2FAB17C86154C40,3152,Aarhus,8000,Nørrebrogade,44,Denmark,0101000020E6100000000F7D31266B2440FFFAB59A0F164C40,3183,Nordre Ringgade,8200,Denmark,64B,"""Aarhus""",33,189714,"""COWI""",76,"""MAJOR_ROAD""",187668,691,"""AAR_BT_0237 3152 3183"""
414,334,0101000020E61000004070B2C7036A2440F2FAB17C86154C40,3152,Aarhus,8000,Nørrebrogade,44,Denmark,0101000020E6100000805208541B672440A7DBD2C4EA154C40,3191,Nordre Ringgade,8000,Denmark,3,"""Aarhus""",26,189722,"""COWI""",90,"""MAJOR_ROAD""",187774,643,"""AAR_BT_0241 3152 3191"""
415,393,0101000020E6100000C09D6FADC85B2440A81E163D3D1A4C40,4365,Aarhus,8200,Skejby Nordlandsvej,311,Denmark,0101000020E610000000884BF9396D2440EE96060FE91A4C40,4358,Sindalsvej,8240,Denmark,40,"""Risskov""",44,229070,"""COWI""",188,"""MAJOR_ROAD""",192466,2274,"""AAR_BT_0301 4365 4358"""
416,411,0101000020E6100000805CE280F178244045A165DD3F1A4C40,4340,Risskov,8240,Lystrupvej,42,Denmark,0101000020E6100000001406390A752440A25186AF4F194C40,4572,Grenåvej,8240,Denmark,42,"""Risskov""",44,229106,"""COWI""",99,"""MAJOR_ROAD""",192946,1207,"""AAR_BT_0331 4340 4572"""
417,405,0101000020E6100000002CB767FE892440FFC80976FB1A4C40,4356,Ega,8250,Mejlbyvej,2B,Denmark,0101000020E610000000132A34CF8824400BBEBD34821A4C40,4569,Grenåvej,8250,Denmark,2B,"""Ega""",38,229094,"""COWI""",54,"""MAJOR_ROAD""",192787,566,"""AAR_BT_0323 4356 4569"""
418,478,0101000020E6100000C0C96FE1D72A2440D0C909DA5A0F4C40,4549,Hasselager,8361,Genvejen,0,Denmark,0101000020E6100000009E0AC4DB212440E4806E5D890F4C40,4560,Genvejen,8260,Denmark,0,"""Stavtrup""",78,229240,"""COWI""",51,"""MAJOR_ROAD""",197489,1110,"""AAR_BT_0398 4549 4560"""
419,482,0101000020E61000000074265D9C3E2440DC61E87C2A0E4C40,4562,Hasselager,8361,Møllebakken,15,Denmark,0101000020E610000080BDFB05BA3A2440C9782B0DD50D4C40,4561,Møllebakken,8361,Denmark,60,"""Hasselager""",42,229429,"""COWI""",48,"""MAJOR_ROAD""",197598,555,"""AAR_BT_0402 4562 4561"""
420,485,0101000020E61000008034D4103C49244015EA00693D0F4C40,4559,Aarhus,8260,Skanderborgvej,230,Denmark,0101000020E610000080497EBCD550244056CEF35D18104C40,3986,Skanderborgvej,8260,Denmark,223,"""Aarhus""",48,229435,"""COWI""",88,"""MAJOR_ROAD""",197679,1183,"""AAR_BT_0405 4559 3986"""
421,513,0101000020E6100000006FE5BECD6A244049199C6386124C40,3190,Aarhus,8000,Strandvejen,36,Denmark,0101000020E6100000003082EF5F6A2440D9E8AEA880114C40,4375,Strandvejen,8000,Denmark,21,"""Aarhus""",42,229491,"""COWI""",78,"""MAJOR_ROAD""",201265,907,"""AAR_BT_0433 3190 4375"""
422,576,0101000020E61000008073470AD06524405BF73C8A05124C40,3989,Aarhus,8000,Marselis Boulevard,50,Denmark,0101000020E610000080118994C4622440B72156AE27124C40,3979,Marselis Boulevard,8000,Denmark,50,"""Aarhus""",36,229617,"""COWI""",49,"""MAJOR_ROAD""",206157,488,"""AAR_BT_0496 3989 3979"""
423,577,0101000020E6100000801189ACAC622440EB3557F024124C40,3979,Aarhus,8000,Søndre Ringgade,15,Denmark,0101000020E6100000803D5E508E5F24405FB03C54DE114C40,3990,Marselis Boulevard,8000,Denmark,135,"""Aarhus""",37,229619,"""COWI""",72,"""MAJOR_ROAD""",206184,740,"""AAR_BT_0497 3979 3990"""
424,583,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Aarhus,8220,Edwin Rahrs Vej,73-75,Denmark,0101000020E610000000373639453D2440A5D754B0B0154C40,4337,Holmstrupgårdvej,8220,Denmark,28,"""Aarhus""",34,229631,"""COWI""",152,"""MAJOR_ROAD""",206343,1416,"""AAR_BT_0503 4325 4337"""
425,584,0101000020E610000000373639453D2440A5D754B0B0154C40,4337,Aarhus,8220,Holmstrupgårdvej,28,Denmark,0101000020E61000008072BFDB4F382440C9C6699311154C40,4325,Edwin Rahrs Vej,8220,Denmark,73-75,"""Aarhus""",43,229633,"""COWI""",118,"""MAJOR_ROAD""",206369,1405,"""AAR_BT_0504 4337 4325"""
426,585,0101000020E610000000373639453D2440A5D754B0B0154C40,4337,Aarhus,8220,Holmstrupgårdvej,28,Denmark,0101000020E6100000C0921D9D77402440F237E935CE144C40,4330,Edwin Rahrs Vej,8220,Denmark,42,"""Aarhus""",37,229635,"""COWI""",100,"""MAJOR_ROAD""",206396,1016,"""AAR_BT_0505 4337 4330"""
427,589,0101000020E6100000C095094F9F5F244029385D48A4124C40,3197,Aarhus,8000,Søndre Ringgade,63,Denmark,0101000020E610000080B9DEFA34612440CACF75143A114C40,4554,Jyllands Alle,8000,Denmark,63,"""Aarhus""",33,229643,"""COWI""",147,"""MAJOR_ROAD""",206502,1335,"""AAR_BT_0509 3197 4554"""
428,590,0101000020E610000080B9DE2645612440CACF75143A114C40,4554,Aarhus,8000,Jyllands Alle,0,Denmark,0101000020E6100000C0950937B75F2440C6F84906A7124C40,3197,Søndre Ringgade,8000,Denmark,52,"""Aarhus""",30,229645,"""COWI""",163,"""MAJOR_ROAD""",209721,1357,"""AAR_BT_0510 4554 3197"""
429,595,0101000020E610000040F25CF79C772440901970F5CF1B4C40,4346,Lystrup,8520,Lystrupvej,201,Denmark,0101000020E610000000CB4CF11A7E24400BED8AB8D31C4C40,4327,Djurslandmotorvejen,8520,Denmark,201,"""Lystrup""",52,229655,"""COWI""",94,"""MAJOR_ROAD""",209854,1358,"""AAR_BT_0515 4346 4327"""
430,591,0101000020E610000080B9DE2645612440CACF75143A114C40,4554,Aarhus,8000,Jyllands Alle,0,Denmark,0101000020E6100000801189ACAC622440EB3557F024124C40,3979,Søndre Ringgade,8000,Denmark,15,"""Aarhus""",33,229647,"""COWI""",119,"""MAJOR_ROAD""",209748,1076,"""AAR_BT_0511 4554 3979"""
431,592,0101000020E610000080118994C4622440B72156AE27124C40,3979,Aarhus,8000,,0,Denmark,0101000020E610000080B9DEFA34612440CACF75143A114C40,4554,Jyllands Alle,8000,Denmark,0,"""Aarhus""",31,229649,"""COWI""",127,"""MAJOR_ROAD""",209774,1105,"""AAR_BT_0512 3979 4554"""
432,593,0101000020E6100000000C93536F592440C15878D3F2104C40,4566,Aarhus,8260,Christian X's Vej,35,Denmark,0101000020E610000000542AF9D15B244017653D91B4114C40,4373,Skanderborgvej,8260,Denmark,107,"""Aarhus""",39,229651,"""COWI""",71,"""MAJOR_ROAD""",209801,773,"""AAR_BT_0513 4566 4373"""
433,594,0101000020E61000000054AAA0B95B24406DAD53AEB8114C40,4373,Aarhus,8260,Skanderborgvej,106,Denmark,0101000020E6100000000C93536F592440C15878D3F2104C40,4566,Christian X's Vej,8260,Denmark,35,"""Aarhus""",41,229653,"""COWI""",72,"""MAJOR_ROAD""",209827,829,"""AAR_BT_0514 4373 4566"""
434,600,0101000020E610000000CB4CF11A7E24400BED8AB8D31C4C40,4327,Lystrup,8520,Djurslandmotorvejen,0,Denmark,0101000020E610000000A3CBADDE852440E4D93D9DFB1E4C40,4355,Mejlbyvej,8530,Denmark,285,"""Hjortsh\u00f8j""",62,229665,"""COWI""",153,"""MAJOR_ROAD""",209986,2623,"""AAR_BT_0520 4327 4355"""
435,601,0101000020E610000000A27E8DB86E2440D0E0035033194C40,4564,Risskov,8240,Vejlby Centervej,7,Denmark,0101000020E6100000403A91F0CE592440897CC153221A4C40,4350,Søftenvej,8200,Denmark,7,"""Aarhus""",44,229667,"""COWI""",240,"""MAJOR_ROAD""",210013,2936,"""AAR_BT_0521 4564 4350"""
436,602,0101000020E6100000804DF265695D24403ECA4F2480194C40,4362,Aarhus,8200,Randersvej,7,Denmark,0101000020E610000000A27E47B36E24407B754BF02F194C40,4564,Vejlby Centervej,8240,Denmark,7,"""Risskov""",33,229669,"""COWI""",267,"""MAJOR_ROAD""",210040,2433,"""AAR_BT_0524 4362 4564"""
437,603,0101000020E610000000A27E8DB86E2440D0E0035033194C40,4564,Risskov,8240,Vejlby Centervej,7,Denmark,0101000020E6100000801F9D78DA6124406A76553344184C40,4361,Randersvej,8200,Denmark,210,"""Aarhus""",36,229671,"""COWI""",226,"""MAJOR_ROAD""",210067,2270,"""AAR_BT_0525 4564 4361"""
438,180,0101000020E610000080190C0C875224409810AE95B61A4C40,4349,Aarhus,8200,Søftenvej,0,Denmark,0101000020E610000000E8F74491472440EC4693EF871B4C40,4364,Søftenvej,8200,Denmark,0,"""Aarhus""",71,161115,"""COWI""",79,"""MAJOR_ROAD""",158924,1555,"""AAR_BT_0021 4349 4364"""
439,181,0101000020E6100000403A91F0CE592440897CC153221A4C40,4350,Aarhus,8200,Søftenvej,0,Denmark,0101000020E610000080190C0C875224409810AE95B61A4C40,4349,Søftenvej,8200,Denmark,0,"""Aarhus""",81,161140,"""COWI""",46,"""MAJOR_ROAD""",158954,1030,"""AAR_BT_0022 4350 4349"""
440,248,0101000020E6100000802D5A89DA6524400ABFE97A14174C40,3154,Aarhus,8200,Randersvej,164,Denmark,0101000020E6100000803B88756064244026C9ADECA2174C40,3155,Randersvej,8200,Denmark,164,"""Aarhus""",34,182244,"""COWI""",54,"""MAJOR_ROAD""",181223,515,"""AAR_BT_0155 3154 3155"""
441,251,0101000020E6100000807B824C3A672440F2811B7088164C40,3977,Aarhus Municipality,8200,Randersvej,51,Denmark,0101000020E61000004070B2EAEF6924404AFC6A8885154C40,3152,Nørrebrogade,8000,Denmark,45,"""Aarhus""",38,182250,"""COWI""",88,"""MAJOR_ROAD""",181305,938,"""AAR_BT_0158 3977 3152"""
442,260,0101000020E61000008092579222602440D76F0FD567144C40,3156,Aarhus,8000,Viborgvej,14,Denmark,0101000020E61000008068AEB6565B2440CB20CF0FCB144C40,3157,Viborgvej,8210,Denmark,47,"""Aarhus""",35,183589,"""COWI""",70,"""MAJOR_ROAD""",182846,672,"""AAR_BT_0167 3156 3157"""
443,261,0101000020E6100000C03461E7CE38244060181AB79E134C40,3976,Aarhus,8220,Silkeborgvej,0,Denmark,0101000020E6100000803FC4140C3F2440B94E021E87134C40,3202,Silkeborgvej,8220,Denmark,607,"""Aarhus""",49,183591,"""COWI""",57,"""MAJOR_ROAD""",182875,769,"""AAR_BT_0168 3976 3202"""
444,276,0101000020E610000080F90F999E5F24409C9E6A4F40124C40,3150,Aarhus,8000,Skanderborgvej,26,Denmark,0101000020E61000000054AAA0B95B24406DAD53AEB8114C40,4373,Skanderborgvej,8260,Denmark,106,"""Aarhus""",43,186205,"""COWI""",55,"""MAJOR_ROAD""",184729,660,"""AAR_BT_0183 3150 4373"""
445,277,0101000020E61000000044FA55ED502440DA6E2B2BE9124C40,3984,Aarhus,8230,Søren Frichs Vej,80,Denmark,0101000020E61000008079C7432F5A24406DFB741673134C40,3985,Søren Frichs Vej,8000,Denmark,39,"""\u00c5rhus C""",41,186207,"""COWI""",108,"""MAJOR_ROAD""",184758,1222,"""AAR_BT_0184 3984 3985"""
446,605,0101000020E610000000A27E8DB86E2440D0E0035033194C40,4564,Risskov,8240,Vejlby Centervej,7,Denmark,0101000020E6100000803B88774064244096670775A1174C40,3155,Randersvej,8200,Denmark,141,"""\u00c5rhus N""",35,229675,"""COWI""",219,"""MAJOR_ROAD""",210120,2153,"""AAR_BT_0527 4564 3155"""
447,606,0101000020E6100000803B88756064244026C9ADECA2174C40,3155,Aarhus,8200,Randersvej,0,Denmark,0101000020E610000000A27E47B36E24407B754BF02F194C40,4564,Vejlby Centervej,8240,Denmark,7,"""Risskov""",39,229677,"""COWI""",194,"""MAJOR_ROAD""",210146,2122,"""AAR_BT_0528 3155 4564"""
448,607,0101000020E610000080CCEBED477E2440F7406016C51A4C40,4354,Risskov,8240,Viengevej,0,Denmark,0101000020E6100000C0287A81598024409D18854FF0194C40,4565,Grenåvej,8240,Denmark,337,"""Risskov""",45,229679,"""COWI""",88,"""MAJOR_ROAD""",210173,1106,"""AAR_BT_0529 4354 4565"""
449,608,0101000020E6100000C0287A0A6780244050D0D6E2EB194C40,4565,Risskov,8240,Ålykkevej,41,Denmark,0101000020E610000080CCEBED477E2440F7406016C51A4C40,4354,Viengevej,8240,Denmark,41,"""Risskov""",48,229681,"""COWI""",86,"""MAJOR_ROAD""",210199,1140,"""AAR_BT_0530 4565 4354"""
